Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSMUSG00000047635	2810006K23Rik	124466152	124479907	5
ENSMUSG00000088307	Gm24505	34916660	34916785	7
ENSMUSG00000105770	Mir664	184975172	184975240	1
ENSMUSG00000103613	Gm34882	184975910	184980086	1
ENSMUSG00000029394	Cdk2ap1	124483480	124501145	5
ENSMUSG00000026618	Iars2	185016923	185061593	1
ENSMUSG00000064644	Gm23302	118822451	118822550	14
ENSMUSG00000098024	Gm27003	126517836	126525725	2
ENSMUSG00000027363	Usp8	126549248	126601217	2
ENSMUSG00000108524	Gm44876	125169948	125171289	7
ENSMUSG00000030745	Il21r	125202601	125232742	7
ENSMUSG00000006574	Slc4a1	102239650	102257029	11
ENSMUSG00000032777	Gtf3c1	125240126	125306952	7
ENSMUSG00000038095	Sbno1	124506765	124564064	5
ENSMUSG00000104368	2010103J01Rik	185044384	185046000	1
ENSMUSG00000010660	Plcd1	118900595	118922570	9
ENSMUSG00000065581	Mir194-1	185045516	185045582	1
ENSMUSG00000065562	Mir215	185045778	185045889	1
ENSMUSG00000102526	Gm37785	185061648	185064055	1
ENSMUSG00000026617	Bpnt1	185064346	185089974	1
ENSMUSG00000027364	Usp50	126551016	126625390	2
ENSMUSG00000097261	4930532G15Rik	185091658	185095062	1
ENSMUSG00000026615	Eprs	185095241	185160557	1
ENSMUSG00000074846	Gm10774	126551274	126551477	2
ENSMUSG00000038060	Dlec1	118931546	118977314	9
ENSMUSG00000027365	Trpm7	126633485	126718150	2
ENSMUSG00000087330	Bloodlinc	102266375	102267846	11
ENSMUSG00000006575	Rundc3a	102284229	102293381	11
ENSMUSG00000032743	Katnip	125307060	125473965	7
ENSMUSG00000010651	Acaa1b	118977091	118986161	9
ENSMUSG00000018677	Slc25a39	102293811	102298772	11
ENSMUSG00000074029	Gm47289	118988229	118990737	9
ENSMUSG00000051295	9630028B13Rik	185161552	185174016	1
ENSMUSG00000111197	Gm10608	118991798	118992473	9
ENSMUSG00000070280	Slc22a14	118998523	119194619	9
ENSMUSG00000118510	Gm52958	185164210	185164617	1
ENSMUSG00000097615	Gm2061	185179313	185187765	1
ENSMUSG00000026614	Slc30a10	185187045	185200959	1
ENSMUSG00000102185	5033404E19Rik	185219491	185230356	1
ENSMUSG00000103799	Gm38093	185477000	185489969	1
ENSMUSG00000102546	Gm9722	185610281	185611082	1
ENSMUSG00000074028	Slc22a13	119022040	119038164	9
ENSMUSG00000039246	Lyplal1	185819928	185849507	1
ENSMUSG00000046182	Gsg1l	125477592	125681583	7
ENSMUSG00000103056	Gm38268	185844378	185844570	1
ENSMUSG00000088796	Gm22536	58571571	58571704	5
ENSMUSG00000103449	Gm37134	185909535	185955986	1
ENSMUSG00000092212	Slc22a13b	119049554	119060758	9
ENSMUSG00000102790	Gm37272	185914454	185914941	1
ENSMUSG00000102217	Gm37491	186079512	186080622	1
ENSMUSG00000108376	Gm44874	125662078	125663619	7
ENSMUSG00000103690	A730004F24Rik	186244035	186290878	1
ENSMUSG00000039239	Tgfb2	186354989	186438186	1
ENSMUSG00000000131	Xpo6	125700887	125799673	7
ENSMUSG00000036737	Oxsr1	119067498	119151493	9
ENSMUSG00000081894	Gm14212	126706423	126707248	2
ENSMUSG00000027366	Sppl2a	126732311	126775155	2
ENSMUSG00000119900	AC133498.1	5775471	5775613	13
ENSMUSG00000100393	Gm29491	186437892	186439230	1
ENSMUSG00000102619	Gm37849	186443415	186445295	1
ENSMUSG00000001305	Rrp15	186453175	186481555	1
ENSMUSG00000097784	A430105J06Rik	186481593	186485118	1
ENSMUSG00000098774	Mir6930	102295746	102295813	11
ENSMUSG00000103503	1700023G09Rik	186659130	186662309	1
ENSMUSG00000034708	Grn	102321141	102327874	11
ENSMUSG00000097935	Gm3809	186692705	186693710	1
ENSMUSG00000104312	Gm37912	186696725	186699800	1
ENSMUSG00000098896	Mir3473g	126744170	126744305	2
ENSMUSG00000039224	D1Pas1	186699613	186702824	1
ENSMUSG00000001998	Ap4e1	126850637	126909829	2
ENSMUSG00000104424	Gm19058	186738204	186738801	1
ENSMUSG00000026611	Spata17	186776845	186947662	1
ENSMUSG00000077294	Gm24123	92208508	92208590	X
ENSMUSG00000032508	Myd88	119165000	119170477	9
ENSMUSG00000103864	Gm37415	124562760	124564942	5
ENSMUSG00000049327	Kmt5a	124577993	124600371	5
ENSMUSG00000089831	Gm15508	186805208	186805532	1
ENSMUSG00000106839	Gm43497	186813766	186816081	1
ENSMUSG00000107163	Gm43496	186820357	186823357	1
ENSMUSG00000089947	Gm15509	186853066	186856562	1
ENSMUSG00000089730	1700007P06Rik	186857335	186860049	1
ENSMUSG00000039210	Gpatch2	186947705	187083901	1
ENSMUSG00000090559	Gm17137	125763205	125767575	7
ENSMUSG00000057945	Gm17136	125775296	125775706	7
ENSMUSG00000108676	1700123J17Rik	125823419	125847410	7
ENSMUSG00000108309	Gm44703	125841552	125841799	7
ENSMUSG00000042978	Sbk1	125848034	125894188	7
ENSMUSG00000001999	Blvra	126912585	126939004	2
ENSMUSG00000036138	Acaa1a	119168742	119179365	9
ENSMUSG00000034685	Fam171a2	102327807	102338508	11
ENSMUSG00000066180	Gm10155	125898606	125899088	7
ENSMUSG00000029401	Rilpl2	124601328	124616429	5
ENSMUSG00000108417	Gm30928	125947544	125950791	7
ENSMUSG00000030742	Lat	125962996	125968742	7
ENSMUSG00000082402	Gm15621	124610490	124610853	5
ENSMUSG00000034664	Itga2b	102344123	102360948	11
ENSMUSG00000029402	Snrnp35	124621197	124629187	5
ENSMUSG00000034906	Ncaph	126945729	126975874	2
ENSMUSG00000029392	Rilpl1	124631143	124669454	5
ENSMUSG00000104394	Gm37254	186968654	186972554	1
ENSMUSG00000104245	Gm38155	187077167	187109666	1
ENSMUSG00000103923	Gm37896	187180074	187194861	1
ENSMUSG00000026610	Esrrg	187340988	187947082	1
ENSMUSG00000099017	Mir7058	125967143	125967217	7
ENSMUSG00000030741	Spns1	125969232	125976622	7
ENSMUSG00000106662	Gm43034	124669196	124670559	5
ENSMUSG00000029390	Tmed2	124678758	124688569	5
ENSMUSG00000035769	Xylb	119186447	119222863	9
ENSMUSG00000103961	Gm36388	187349049	187384021	1
ENSMUSG00000074825	Itpripl1	126980692	126985362	2
ENSMUSG00000103401	Gm37929	187395066	187395558	1
ENSMUSG00000118492	Gm52967	187445002	187445232	1
ENSMUSG00000103577	9330162B11Rik	187738773	187741187	1
ENSMUSG00000103732	Gm38315	187892904	187895340	1
ENSMUSG00000104482	Gm38064	187978337	187990082	1
ENSMUSG00000044145	1810024B03Rik	127028275	127050200	2
ENSMUSG00000026609	Ush2a	187994220	188697238	1
ENSMUSG00000119534	AL805897.1	132213196	132213305	4
ENSMUSG00000003660	Snrnp200	127050306	127082371	2
ENSMUSG00000034621	Gpatch8	102366741	102447218	11
ENSMUSG00000029389	Ddx55	124690927	124707723	5
ENSMUSG00000030722	Nfatc2ip	125982026	125995909	7
ENSMUSG00000108420	Gm45141	125995030	125996917	7
ENSMUSG00000082487	Gm11628	102383265	102383435	11
ENSMUSG00000030724	Cd19	126007622	126014061	7
ENSMUSG00000081677	Mdk-ps1	102436528	102436848	11
ENSMUSG00000078640	Gm11627	102467224	102470287	11
ENSMUSG00000050288	Fzd2	102495222	102498884	11
ENSMUSG00000086105	Gm11636	102505718	102507372	11
ENSMUSG00000086283	2810433D01Rik	102510622	102515242	11
ENSMUSG00000080992	Psmb5-ps	102549954	102550751	11
ENSMUSG00000119697	AC090649.1	83590855	83590995	6
ENSMUSG00000051455	Meioc	102554542	102573063	11
ENSMUSG00000030727	Rabep2	126027931	126048417	7
ENSMUSG00000020925	Ccdc43	102575512	102588608	11
ENSMUSG00000003662	Ciao1	127082858	127089736	2
ENSMUSG00000061393	Acvr2b	119231184	119264061	9
ENSMUSG00000029388	Eif2b1	124708276	124717194	5
ENSMUSG00000084375	Gm11637	102622127	102622889	11
ENSMUSG00000118880	AL845528.1	20285330	20285436	2
ENSMUSG00000088623	Gm23031	92450033	92450151	5
ENSMUSG00000086162	Gm16342	102623231	102643687	11
ENSMUSG00000026608	Kctd3	188703292	188740038	1
ENSMUSG00000020926	Adam11	102652265	102671088	11
ENSMUSG00000034850	Tmem127	127089828	127103027	2
ENSMUSG00000030730	Atp2a1	126045030	126062280	7
ENSMUSG00000103957	Gm10766	127111369	127111974	2
ENSMUSG00000027367	Stard7	127112138	127140852	2
ENSMUSG00000111204	Gm47320	119234174	119238082	9
ENSMUSG00000097504	4930516B21Rik	119269344	119273896	9
ENSMUSG00000042787	Exog	119274009	119294583	9
ENSMUSG00000029387	Gtf2h3	124717203	124735743	5
ENSMUSG00000030733	Sh2b1	126066166	126074596	7
ENSMUSG00000103370	Gm37178	188797092	188798630	1
ENSMUSG00000027368	Dusp2	127178079	127180296	2
ENSMUSG00000104464	Gm18698	188810356	188811901	1
ENSMUSG00000037624	Kcnk2	188940127	189134470	1
ENSMUSG00000032511	Scn5a	119312474	119408082	9
ENSMUSG00000118662	Tctn2	124736812	124765803	5
ENSMUSG00000034520	Gjc1	102690405	102710526	11
ENSMUSG00000050468	Astl	127180559	127199571	2
ENSMUSG00000038023	Atp6v0a2	124766641	124801519	5
ENSMUSG00000119506	AC169674.31	59100863	59100941	7
ENSMUSG00000020928	Higd1b	102726675	102728866	11
ENSMUSG00000020929	Eftud2	102729299	102771811	11
ENSMUSG00000103669	2900042K21Rik	188942558	188943210	1
ENSMUSG00000102824	Pdcd5-ps	189009640	189010020	1
ENSMUSG00000058620	Adra2b	127205128	127209141	2
ENSMUSG00000104507	A430027H14Rik	189075628	189077094	1
ENSMUSG00000088863	Gm23067	70344128	70344189	5
ENSMUSG00000046338	Gpat2	127267119	127278012	2
ENSMUSG00000103087	Gm38122	189371547	189372431	1
ENSMUSG00000026605	Cenpf	189372803	189420283	1
ENSMUSG00000073838	Tufm	126086533	126089903	7
ENSMUSG00000103374	Gm37239	189417525	189417665	1
ENSMUSG00000026604	Ptpn14	189460465	189608892	1
ENSMUSG00000027371	Fahd2a	127278135	127286485	2
ENSMUSG00000032637	Atxn2l	126090880	126102609	7
ENSMUSG00000034533	Scn10a	119437522	119548388	9
ENSMUSG00000079056	Kcnip3	127298418	127364014	2
ENSMUSG00000118783	AL807234.1	93467400	93467540	4
ENSMUSG00000106082	4930404A12Rik	124799061	124802143	5
ENSMUSG00000038011	Dnah10	124802149	124911372	5
ENSMUSG00000102248	Gm30280	189559427	189559688	1
ENSMUSG00000097925	Gm26574	189565338	189568817	1
ENSMUSG00000104435	Gm37422	189612132	189616849	1
ENSMUSG00000026603	Smyd2	189612689	189654560	1
ENSMUSG00000118630	Gm52974	127338474	127361215	2
ENSMUSG00000027376	Prom2	127368393	127383387	2
ENSMUSG00000030738	Eif3c	126145627	126165583	7
ENSMUSG00000103467	Gm38245	189645536	189648156	1
ENSMUSG00000010175	Prox1	189850232	189902911	1
ENSMUSG00000030720	Cln3	126170379	126184989	7
ENSMUSG00000099404	Gm28172	189900867	189901830	1
ENSMUSG00000020930	Ccdc103	102772030	102776042	11
ENSMUSG00000079045	Prox1os	189902493	189949473	1
ENSMUSG00000103644	Gm29678	190135842	190149342	1
ENSMUSG00000103510	Gm30725	190151530	190177052	1
ENSMUSG00000064738	Gm23054	88770226	88770387	3
ENSMUSG00000119811	AC132327.1	89209740	89209991	3
ENSMUSG00000103963	Gm30932	190326523	190336745	1
ENSMUSG00000089872	Rps6kc1	190432399	190643967	1
ENSMUSG00000075510	Fam187a	102775995	102777557	11
ENSMUSG00000020932	Gfap	102778162	102791738	11
ENSMUSG00000105583	Gm43777	124894865	124895376	5
ENSMUSG00000037979	Ccdc92	124911482	124939488	5
ENSMUSG00000083648	Gm14229	127410497	127411346	2
ENSMUSG00000034800	Zfp661	127416582	127429014	2
ENSMUSG00000026634	Angel2	190657309	190679159	1
ENSMUSG00000051378	Kif18b	102796355	102815950	11
ENSMUSG00000034115	Scn11a	119582825	119654522	9
ENSMUSG00000079215	Zfp664	124939755	124979757	5
ENSMUSG00000027374	Mrps5	127429142	127448749	2
ENSMUSG00000045532	C1ql1	102830090	102837514	11
ENSMUSG00000085338	2410004I01Rik	102849126	102855213	11
ENSMUSG00000020935	Dcakd	102884873	102919159	11
ENSMUSG00000037962	Rflna	125080285	125089611	5
ENSMUSG00000037568	Vash2	190679843	190711493	1
ENSMUSG00000097223	Gm2449	119716515	119723929	9
ENSMUSG00000098613	Mir6931	102890674	102890747	11
ENSMUSG00000027375	Mal	127475146	127498615	2
ENSMUSG00000020936	Nmt1	102919016	102959738	11
ENSMUSG00000029478	Ncor2	125094217	125256283	5
ENSMUSG00000032512	Wdr48	119723944	119755653	9
ENSMUSG00000098540	Mir7059	126178646	126178704	7
ENSMUSG00000042759	Apobr	126184114	126188284	7
ENSMUSG00000088134	Gm22310	142628816	142628931	2
ENSMUSG00000084006	Gm14245	127530325	127532167	2
ENSMUSG00000087162	Gm14244	127533819	127542408	2
ENSMUSG00000027377	Mall	127546306	127571852	2
ENSMUSG00000044701	Il27	126188182	126194113	7
ENSMUSG00000104487	Gm31373	190724889	190726874	1
ENSMUSG00000103723	Gm37095	190732791	190732995	1
ENSMUSG00000103964	Gm8407	190733622	190734048	1
ENSMUSG00000027378	Nphp1	127582652	127630817	2
ENSMUSG00000066595	Flvcr1	190738044	190758355	1
ENSMUSG00000020937	Plcd3	102961130	102992484	11
ENSMUSG00000030717	Nupr1	126222421	126230033	7
ENSMUSG00000066175	2510046G10Rik	126247715	126248766	7
ENSMUSG00000097845	A230020J21Rik	190757547	190761978	1
ENSMUSG00000030714	Sgf29	126248481	126272097	7
ENSMUSG00000057072	Spata45	190768836	190775139	1
ENSMUSG00000026632	Tatdn3	190778023	190795129	1
ENSMUSG00000056938	Acbd4	102992508	103003026	11
ENSMUSG00000030711	Sult1a1	126272037	126275604	7
ENSMUSG00000082922	Gm6939	126286631	126289206	7
ENSMUSG00000051319	Mtln	127633308	127634408	2
ENSMUSG00000059772	Slx1b	126288640	126294956	7
ENSMUSG00000027379	Bub1	127643042	127673785	2
ENSMUSG00000048878	Hexim1	103007057	103010551	11
ENSMUSG00000043372	Hexim2	103023255	103030702	11
ENSMUSG00000047721	Bola2	126294573	126298970	7
ENSMUSG00000062510	Nsl1	190795209	190818671	1
ENSMUSG00000103576	Gm38188	190810022	190810877	1
ENSMUSG00000030707	Coro1a	126298945	126306959	7
ENSMUSG00000026630	Batf3	190830044	190841142	1
ENSMUSG00000055805	Fmnl1	103061933	103089727	11
ENSMUSG00000102777	Gm38161	190864854	190866211	1
ENSMUSG00000091017	Fam71a	190894781	190897014	1
ENSMUSG00000026628	Atf3	190902493	190950236	1
ENSMUSG00000027380	Acoxl	127680796	127965793	2
ENSMUSG00000073478	D730003I15Rik	190956651	190958337	1
ENSMUSG00000103685	Gm37074	190981621	190983463	1
ENSMUSG00000103174	Gm37168	190999375	191020911	1
ENSMUSG00000037499	Nenf	191038986	191050391	1
ENSMUSG00000088391	Gm26310	27668086	27668202	6
ENSMUSG00000027381	Bcl2l11	127967958	128004467	2
ENSMUSG00000052336	Cx3cr1	119730682	119898945	9
ENSMUSG00000026627	Pacc1	191058109	191083111	1
ENSMUSG00000108357	Snrp1c-ps1	126323108	126323581	7
ENSMUSG00000032513	Gorasp1	119754323	119766631	9
ENSMUSG00000108382	4930448A20Rik	126339801	126341353	7
ENSMUSG00000108554	Gm44824	126341854	126342082	7
ENSMUSG00000026626	Ppp2r5a	191084172	191135469	1
ENSMUSG00000108649	Gm44855	126348727	126349088	7
ENSMUSG00000063065	Mapk3	126358773	126364991	7
ENSMUSG00000074813	Morrbid	128020239	128344685	2
ENSMUSG00000032514	Ttc21a	119766672	119796859	9
ENSMUSG00000092371	Gm20511	103081536	103083722	11
ENSMUSG00000103433	Gm2272	191139863	191140444	1
ENSMUSG00000103114	Gm32200	191168537	191197245	1
ENSMUSG00000020940	Efcab15	103089770	103099384	11
ENSMUSG00000030703	Gdpd3	126365506	126374821	7
ENSMUSG00000104341	Gm37688	191209444	191209908	1
ENSMUSG00000103517	Gm37432	191223023	191226018	1
ENSMUSG00000102246	9430037O13Rik	191267997	191269004	1
ENSMUSG00000037474	Dtl	191269468	191307656	1
ENSMUSG00000055323	Gm9967	126367254	126375990	7
ENSMUSG00000042675	Ypel3	126376127	126379686	7
ENSMUSG00000044787	Spata32	103098953	103109258	11
ENSMUSG00000020941	Map3k14	103110588	103158298	11
ENSMUSG00000085750	Gm14009	128031907	128046554	2
ENSMUSG00000079053	Gm14010	128265574	128266485	2
ENSMUSG00000114963	Gm29010	128275643	128301971	2
ENSMUSG00000082671	Gm14006	128399174	128400154	2
ENSMUSG00000030699	Tbx6	126380655	126384732	7
ENSMUSG00000082350	Gm14008	128429815	128430088	2
ENSMUSG00000074812	Spdye4c	128433129	128440384	2
ENSMUSG00000109931	Gm39929	128443685	128451550	2
ENSMUSG00000078635	1700028N14Rik	103155686	103158571	11
ENSMUSG00000080789	Gm14007	128448905	128449114	2
ENSMUSG00000014355	Anapc1	128452024	128529311	2
ENSMUSG00000034255	Arhgap27	103222323	103254518	11
ENSMUSG00000030697	Ppp4c	126385038	126391668	7
ENSMUSG00000037461	Ints7	191307748	191355800	1
ENSMUSG00000030695	Aldoa	126394406	126399923	7
ENSMUSG00000032515	Csrnp1	119800229	119813724	9
ENSMUSG00000111639	1700019L13Rik	119812212	119817158	9
ENSMUSG00000111369	Gm47043	119833103	119834172	9
ENSMUSG00000111089	Gm49427	119838871	119840514	9
ENSMUSG00000079243	Xirp1	119842821	119852664	9
ENSMUSG00000085887	Arhgap27os3	103235579	103240950	11
ENSMUSG00000085360	Arhgap27os2	103246527	103251918	11
ENSMUSG00000102970	Gm37349	191329759	191330382	1
ENSMUSG00000085733	Arhgap27os1	103254039	103255477	11
ENSMUSG00000014361	Mertk	128540876	128644814	2
ENSMUSG00000111792	Gm33858	119898062	119899688	9
ENSMUSG00000026623	Lpgat1	191449946	191516367	1
ENSMUSG00000042262	Ccr8	119921180	119923972	9
ENSMUSG00000034247	Plekhm1	103255101	103303513	11
ENSMUSG00000111546	Gm47050	119924729	119926904	9
ENSMUSG00000032519	Slc25a38	119939440	119953570	9
ENSMUSG00000085036	Gm14011	128593191	128595625	2
ENSMUSG00000014353	Tmem87b	128660038	128696181	2
ENSMUSG00000058966	Tlcd3b	126396840	126429391	7
ENSMUSG00000110636	Gm39397	103312562	103312888	11
ENSMUSG00000078632	Lrrc37a	103341535	103395423	11
ENSMUSG00000034239	Gm884	103425403	103511966	11
ENSMUSG00000102596	Gm20203	191523095	191523426	1
ENSMUSG00000102840	Gm38037	191552482	191554105	1
ENSMUSG00000026622	Nek2	191553556	191565162	1
ENSMUSG00000032518	Rpsa	119956755	119961435	9
ENSMUSG00000081676	Gm11643	103491068	103491931	11
ENSMUSG00000020945	Lyzl6	103521896	103529716	11
ENSMUSG00000114515	Aldoa	126399962	126408280	7
ENSMUSG00000108423	Gm44856	126405429	126405732	7
ENSMUSG00000045989	4930451I11Rik	126429640	126430811	7
ENSMUSG00000046215	Rprml	103540396	103541405	11
ENSMUSG00000108583	Gm44854	126436384	126445560	7
ENSMUSG00000020946	Gosr2	103567675	103588724	11
ENSMUSG00000052301	Doc2a	126446588	126451877	7
ENSMUSG00000055833	1700034H15Rik	191618242	191639639	1
ENSMUSG00000105604	Gm42838	125134905	125135434	5
ENSMUSG00000106663	Gm42839	125163905	125167423	5
ENSMUSG00000105039	Gm32585	125315378	125349879	5
ENSMUSG00000037434	Slc30a1	191638879	191645359	1
ENSMUSG00000037936	Scarb1	125354151	125418158	5
ENSMUSG00000085154	C130046K22Rik	103588550	103613658	11
ENSMUSG00000086794	Gm11642	103614776	103615358	11
ENSMUSG00000049353	Rd3	191709331	191720244	1
ENSMUSG00000018486	Wnt9b	103618190	103640647	11
ENSMUSG00000077538	Gm22545	129744371	129744502	8
ENSMUSG00000027386	Fbln7	128704901	128738954	2
ENSMUSG00000088509	Gm22789	12642813	12642942	11
ENSMUSG00000119577	AC127551.1	34181829	34181972	8
ENSMUSG00000111028	Gm5922	119962529	119965395	9
ENSMUSG00000000125	Wnt3	103664976	103708783	11
ENSMUSG00000030689	Ino80e	126450132	126461549	7
ENSMUSG00000032517	Mobp	119978773	120010550	9
ENSMUSG00000034187	Nsf	103712608	103844882	11
ENSMUSG00000097416	Gm26670	191718793	191722099	1
ENSMUSG00000064555	Gm24626	85977486	85977646	5
ENSMUSG00000027387	Zc3h8	128768188	128785997	2
ENSMUSG00000102915	Gm32460	191724822	191725053	1
ENSMUSG00000026637	Traf5	191729166	191776868	1
ENSMUSG00000093003	Mir3473c	191730515	191730595	1
ENSMUSG00000103653	Gstp-ps	191758120	191758750	1
ENSMUSG00000097089	Gm26879	191776655	191783928	1
ENSMUSG00000082339	Gm14028	128794892	128795370	2
ENSMUSG00000087267	4933427J07Rik	128797591	128799781	2
ENSMUSG00000074807	Gm10762	128807425	128809964	2
ENSMUSG00000037395	Rcor3	191782846	191822359	1
ENSMUSG00000042851	Zc3h6	128809322	128860483	2
ENSMUSG00000042606	Hirip3	126461144	126464549	7
ENSMUSG00000090248	Gm14027	128858872	128863676	2
ENSMUSG00000079051	Vinac1	128866993	128890092	2
ENSMUSG00000087151	Gm14022	128902866	128907606	2
ENSMUSG00000027394	Ttl	128907862	128938203	2
ENSMUSG00000111219	Gm38642	120008104	120108237	9
ENSMUSG00000104494	Gm37111	120011630	120012263	9
ENSMUSG00000111360	Gm38642	120022155	120109393	9
ENSMUSG00000111498	Gm47059	120088694	120093424	9
ENSMUSG00000059981	Taok2	126464850	126483875	7
ENSMUSG00000041794	Myrip	120130579	120303907	9
ENSMUSG00000027395	Polr1b	128942915	128968514	2
ENSMUSG00000106458	Gm42633	125395745	125398508	5
ENSMUSG00000104932	Gm40323	125438239	125447824	5
ENSMUSG00000008348	Ubc	125463029	125467266	5
ENSMUSG00000072612	Gm10382	125466386	125467619	5
ENSMUSG00000029480	Dhx37	125490922	125511185	5
ENSMUSG00000037938	Chchd5	128971620	128976054	2
ENSMUSG00000092540	Gm8738	103770741	103771069	11
ENSMUSG00000060538	Tmem219	126485343	126522089	7
ENSMUSG00000062421	Arf2	103857565	103876163	11
ENSMUSG00000084826	AI847159	129000586	129022587	2
ENSMUSG00000082274	Gm14026	129010620	129012408	2
ENSMUSG00000086652	Gm14029	129024402	129025867	2
ENSMUSG00000103532	Gm4430	129038006	129039046	2
ENSMUSG00000103009	Gm4430	129039172	129041114	2
ENSMUSG00000027397	Slc20a1	129040684	129053536	2
ENSMUSG00000018634	Crhr1	104023681	104066349	11
ENSMUSG00000083772	Gm15566	120145394	120145983	9
ENSMUSG00000082356	Gm15565	120213977	120214403	9
ENSMUSG00000102755	Gm37055	191820989	191821121	1
ENSMUSG00000097316	Gm10516	191821196	191835323	1
ENSMUSG00000111828	D830035M03Rik	120319598	120321613	9
ENSMUSG00000058248	Kcnh1	191873082	192192467	1
ENSMUSG00000093768	Gm20650	126490794	126496408	7
ENSMUSG00000006941	Eif1b	120321298	120324396	9
ENSMUSG00000077379	Gm25170	129816048	129816176	X
ENSMUSG00000030685	Kctd13	126528051	126544803	7
ENSMUSG00000049506	Sppl2c	104077153	104081989	11
ENSMUSG00000108543	Gm44735	126538058	126539809	7
ENSMUSG00000087528	9830144P21Rik	129047878	129072499	2
ENSMUSG00000111816	Gm7229	120350879	120351885	9
ENSMUSG00000095334	Gm21984	126541316	126552045	7
ENSMUSG00000041608	Entpd3	120368884	120397393	9
ENSMUSG00000018411	Mapt	104122216	104222916	11
ENSMUSG00000056738	A730036I17Rik	129060889	129077524	2
ENSMUSG00000046378	Asphd1	126544739	126548754	7
ENSMUSG00000085485	Gm14024	129088296	129110446	2
ENSMUSG00000106271	Gm43752	125512139	125512835	5
ENSMUSG00000048327	Ckap2l	129110130	129139132	2
ENSMUSG00000037905	Bri3bp	125518632	125537434	5
ENSMUSG00000030683	Sez6l2	126549735	126569778	7
ENSMUSG00000025794	Rpl14	120400510	120403720	9
ENSMUSG00000104793	Gm43756	125548561	125551398	5
ENSMUSG00000085498	Gm14023	129139290	129149746	2
ENSMUSG00000029482	Aacs	125552878	125594474	5
ENSMUSG00000027399	Il1a	129141530	129151892	2
ENSMUSG00000037375	Hhat	192179019	192453531	1
